02.11.2022,05:55:59,25.9,25.2,25.7,26.1
02.11.2022,05:55:59,25.9,25.3,25.7,26.1
02.11.2022,05:55:59,25.9,25.3,25.7,26.1
02.11.2022,06:00:21,26.1,25.3,25.7,26.1
02.11.2022,06:00:21,26.1,25.3,25.7,26.1
02.11.2022,06:00:21,26.1,25.3,25.7,26.1
02.11.2022,06:00:21,26.1,25.3,25.7,26.1
02.11.2022,06:00:21,26.1,25.3,25.7,26.1
02.11.2022,06:00:21,26.1,25.3,25.7,26.1
02.11.2022,06:04:43,26.1,25.3,25.7,26.1
02.11.2022,06:04:43,26.1,25.3,25.7,26.1
02.11.2022,06:04:43,26.1,25.3,25.7,26.1
02.11.2022,06:04:43,26.1,25.3,25.7,26.1
02.11.2022,06:04:43,26.1,25.3,25.7,26.1
02.11.2022,06:04:43,25.9,25.3,25.7,26.1
02.11.2022,06:09:06,25.9,25.3,25.7,26.1
02.11.2022,06:09:06,25.9,25.3,25.7,26.1
02.11.2022,06:09:06,25.9,25.3,25.7,26.1
02.11.2022,06:09:06,25.9,25.3,26.0,26.1
02.11.2022,06:09:06,25.9,25.3,26.1,26.1
02.11.2022,06:17:50,25.9,25.3,26.2,26.1
02.11.2022,06:17:50,25.9,25.3,26.2,26.0
02.11.2022,06:17:50,25.9,25.3,26.5,26.0
02.11.2022,06:17:50,25.9,25.3,26.8,26.0
02.11.2022,06:17:50,25.9,25.3,26.9,26.0
02.11.2022,06:17:50,25.9,25.3,26.9,26.0
02.11.2022,06:22:12,25.9,25.3,26.9,26.0
02.11.2022,06:22:12,25.9,25.3,26.9,26.0
02.11.2022,06:22:12,25.9,25.3,27.1,26.0
02.11.2022,06:22:12,25.9,25.3,27.3,26.0
02.11.2022,06:22:12,25.9,25.3,27.3,26.0
02.11.2022,06:26:34,26.0,25.3,27.5,26.0
02.11.2022,06:26:34,26.0,25.3,27.7,26.0
02.11.2022,06:26:34,26.2,25.3,28.7,26.0
02.11.2022,06:26:34,26.3,25.3,28.7,26.0
02.11.2022,06:26:34,26.3,25.4,29.0,26.0
02.11.2022,06:26:34,26.3,25.4,29.4,26.0
02.11.2022,06:35:18,26.5,25.4,29.5,26.0
02.11.2022,06:35:18,26.6,25.4,30.6,26.0
02.11.2022,06:35:18,26.8,25.4,30.7,26.0
02.11.2022,06:35:18,26.8,25.6,31.6,26.1
02.11.2022,06:35:18,26.9,25.6,33.4,26.1
02.11.2022,06:35:18,27.2,25.7,33.0,26.1
02.11.2022,06:39:41,27.4,25.7,33.7,26.3
02.11.2022,06:39:41,27.8,25.7,34.1,26.3
02.11.2022,06:39:41,28.6,25.8,34.9,26.3
02.11.2022,06:39:41,28.3,25.9,36.3,26.3
02.11.2022,06:39:41,29.3,26.1,36.9,26.3
02.11.2022,06:44:03,30.4,26.1,38.7,26.3
02.11.2022,06:44:03,29.9,26.1,40.1,26.4
02.11.2022,06:44:03,30.2,26.2,41.9,26.4
02.11.2022,06:44:03,30.7,26.4,42.7,26.5
02.11.2022,06:44:03,31.4,26.5,43.6,26.5
02.11.2022,06:44:03,30.9,26.7,44.2,26.6
02.11.2022,06:52:47,31.9,26.7,46.5,26.6
02.11.2022,06:52:47,31.6,26.8,46.8,26.7
02.11.2022,06:52:47,31.0,26.9,46.4,26.7
02.11.2022,06:52:47,32.2,27.2,47.9,26.7
02.11.2022,06:52:47,32.3,27.2,47.6,26.8
02.11.2022,06:52:47,33.4,27.3,50.4,27.0
02.11.2022,06:57:09,33.5,27.3,51.1,27.1
02.11.2022,06:57:09,34.7,27.4,51.8,27.2
02.11.2022,06:57:09,34.2,27.2,56.8,27.3
02.11.2022,06:57:09,34.7,27.8,54.2,27.6
02.11.2022,06:57:09,33.9,27.4,56.9,27.7
02.11.2022,07:01:31,35.1,27.6,59.4,28.1
02.11.2022,07:01:31,35.8,28.1,58.3,28.3
02.11.2022,07:01:31,35.8,27.8,60.7,28.6
02.11.2022,07:01:31,36.4,28.2,58.8,28.9
02.11.2022,07:01:31,37.3,28.6,60.9,29.2
